2021-04-17 11:46:24,236: 'l'
2021-04-17 11:46:24,237: 'k'
2021-04-17 11:46:24,283: 'n'
2021-04-17 11:46:24,339: 'd'
2021-04-17 11:46:24,499: 'n'
2021-04-17 11:46:24,571: 'd'
2021-04-17 11:46:24,620: 'l'
2021-04-17 11:46:24,621: 'k'
2021-04-17 11:46:25,172: Key.space
2021-04-17 11:46:25,452: 'd'
2021-04-17 11:46:25,453: 'k'
2021-04-17 11:46:25,548: 'n'
2021-04-17 11:46:25,548: 'f'
2021-04-17 11:46:25,651: 'l'
2021-04-17 11:46:25,695: 'd'
2021-04-17 11:46:25,716: 's'
2021-04-17 11:46:25,766: 'n'
2021-04-17 11:46:25,795: 'f'
2021-04-17 11:46:25,852: 'l'
2021-04-17 11:46:25,859: 'k'
2021-04-17 11:46:25,924: 'd'
2021-04-17 11:46:25,947: 'n'
2021-04-17 11:46:26,067: 'f'
2021-04-17 11:46:26,068: 'l'
2021-04-17 11:46:26,068: 'k'
2021-04-17 11:46:26,524: Key.space
2021-04-17 11:46:26,979: 'k'
2021-04-17 11:46:27,107: 'm'
2021-04-17 11:46:27,108: 'f'
2021-04-17 11:46:27,196: 's'
2021-04-17 11:46:27,232: 'd'
2021-04-17 11:46:27,732: Key.enter
2021-04-17 11:46:28,188: 's'
2021-04-17 11:46:28,189: 'j'
2021-04-17 11:46:28,228: 'g'
2021-04-17 11:46:28,275: 'n'
2021-04-17 11:46:28,411: 'd'
2021-04-17 11:46:28,473: 'n'
2021-04-17 11:46:28,492: 'g'
2021-04-17 11:46:28,581: 'l'
2021-04-17 11:46:28,653: 'n'
2021-04-17 11:46:28,654: 'd'
2021-04-17 11:46:28,686: 's'
2021-04-17 11:46:28,772: 'g'
2021-04-17 11:46:28,773: 'l'
2021-04-17 11:46:28,812: 'n'
2021-04-17 11:46:28,916: 'l'
2021-04-17 11:46:28,918: 'k'
2021-04-17 11:46:28,932: 'd'
2021-04-17 11:46:28,972: 'n'
2021-04-17 11:46:28,995: 'g'
2021-04-17 11:46:29,107: 'l'
2021-04-17 11:46:29,108: 'k'
2021-04-17 11:46:29,155: 'n'
2021-04-17 11:46:29,156: 'd'
2021-04-17 11:46:30,252: '.'
2021-04-17 11:46:30,900: Key.space
2021-04-17 11:46:31,549: Key.esc
2021-04-21 11:16:28,860: 'g'
2021-04-21 11:16:29,099: 'm'
2021-04-21 11:16:29,187: 'c'
2021-04-21 11:16:29,227: 'v'
2021-04-21 11:16:29,403: 'b'
2021-04-21 11:16:29,514: 'm'
2021-04-21 11:16:29,635: 'd'
2021-04-21 11:16:29,635: 'f'
2021-04-21 11:16:29,803: 'b'
2021-04-21 11:16:29,948: 'm'
2021-04-21 11:16:30,260: 'f'
2021-04-21 11:16:30,274: 'm'
2021-04-21 11:16:30,509: 'm'
2021-04-21 11:16:30,539: 'b'
2021-04-21 11:16:30,794: 'm'
2021-04-21 11:16:30,941: 'l'
2021-04-21 11:16:31,012: 'm'
2021-04-21 11:16:31,403: 'f'
2021-04-21 11:16:31,475: 'm'
2021-04-21 11:16:31,493: 'b'
2021-04-21 11:16:31,987: 'm'
2021-04-21 11:16:32,114: 'b'
2021-04-21 11:16:32,459: 'f'
2021-04-21 11:16:32,482: 'm'
2021-04-21 11:16:32,573: 'b'
2021-04-21 11:16:33,619: Key.enter
2021-04-21 11:16:34,307: 'k'
2021-04-21 11:16:34,482: 'n'
2021-04-21 11:16:34,483: 'd'
2021-04-21 11:16:34,483: 'f'
2021-04-21 11:16:34,530: 'v'
2021-04-21 11:16:34,531: 'b'
2021-04-21 11:16:34,699: 'l'
2021-04-21 11:16:34,747: 'k'
2021-04-21 11:16:34,795: 'd'
2021-04-21 11:16:34,911: 'f'
2021-04-21 11:16:34,947: 'b'
2021-04-21 11:16:35,011: 'l'
2021-04-21 11:16:35,091: 'k'
2021-04-21 11:16:35,186: 'f'
2021-04-21 11:16:35,363: 'b'
2021-04-21 11:16:35,875: Key.esc
2021-04-21 11:17:30,742: 't'
2021-04-21 11:17:30,835: 'h'
2021-04-21 11:17:30,995: 'e'
2021-04-21 11:17:31,140: Key.space
2021-04-21 11:17:31,660: 's'
2021-04-21 11:17:31,795: 'u'
2021-04-21 11:17:32,331: 'm'
2021-04-21 11:17:32,540: Key.space
2021-04-21 11:17:32,708: 'o'
2021-04-21 11:17:32,909: 'f'
2021-04-21 11:17:33,059: Key.space
2021-04-21 11:17:33,299: 'a'
2021-04-21 11:17:33,580: 'l'
2021-04-21 11:17:33,748: 'l'
2021-04-21 11:17:33,916: Key.space
2021-04-21 11:17:34,203: 's'
2021-04-21 11:17:34,326: 'u'
2021-04-21 11:17:34,709: 'm'
2021-04-21 11:17:34,884: Key.space
2021-04-21 11:17:35,060: 'i'
2021-04-21 11:17:35,251: 's'
2021-04-21 11:17:35,381: Key.space
2021-04-21 11:17:35,588: 't'
2021-04-21 11:17:35,731: 'h'
2021-04-21 11:17:35,845: 'e'
2021-04-21 11:17:36,052: Key.space
2021-04-21 11:17:36,157: 's'
2021-04-21 11:17:36,563: 'u'
2021-04-21 11:17:36,732: 'm'
2021-04-21 11:17:37,083: '.'
2021-04-21 11:17:38,148: Key.esc
